微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IixQZpilT,"*《Deep neuroethology of a virtual rodent》J Merel, D Aldarondo, J Marshall, Y Tassa, G Wayne, B Ölveczky [DeepMind & Program in Neuroscience & Center for Brain Science] (2019) http://t.cn/AigKN0Yn view:http://t.cn/AigKN0Y3  [组图共9张] 原图 ",,无,无,无,2019-11-30 05:36,微博 weibo.com,5,5,1
IixLRbGcH,"*《How Can We Know What Language Models Know?》Z Jiang, F F. Xu, J Araki, G Neubig [CMU & Bosch Research North America] (2019) http://t.cn/AigKKKzJ GitHub: http://t.cn/AigKKKzS  [组图共9张] 原图 ",,无,无,无,2019-11-30 05:24,微博 weibo.com,18,31,3
IixK0x57w,早！  原图 ,,无,无,无,2019-11-30 05:19,Mac客户端,38,11,5
IiuRvrUt6,晚安~   爱可可-爱生活的微博视频  ,,无,无,无,2019-11-29 21:59,微博视频,53,25,3
IiuQQ8msH,《爱可可老师24小热门分享(2019.11.29)》  爱可可老师24小热门分享(2019.11.29)  ,,无,无,无,2019-11-29 21:58,微博 weibo.com,2,2,1
Iiu131x7Y,五分钟，一辈子（皮克斯原画故事板）😢  爱可可-爱生活的微博视频  ,,无,无,无,2019-11-29 19:50,微博视频,39,27,3
IitSW49MU,黑客马拉松期间的程序员：开发完整应用只需三天。黑客马拉松过后的程序员：加这个图标至少要三周。via:Mark Dalgleish  ,,无,无,无,2019-11-29 19:30,Mac客户端,78,15,3
IitOGd6oM,水流非常顺畅时，看起来就像是固体，这种效应被称为层流(Laminar flow) 🤩  爱可可-爱生活的微博视频  ,,无,无,无,2019-11-29 19:20,微博视频,88,34,8
IitMncz7q,我要演吸血鬼，因为我想说出那句：“我穿越时间的瀚海，只为找到你。”有这句话，这角色值了。- Gary Oldman  原图 ,,无,无,无,2019-11-29 19:14,Mac客户端,45,38,8
IitjcqmNF,有人把蝙蝠侠和猫女的人物模型换了一下……果然……够味道 😂  爱可可-爱生活的微博视频  ,,无,无,无,2019-11-29 18:02,微博视频,496,113,88
Iit9o2L1b,【EMNLP2019见闻录】《EMNLP2019 - what we saw and liked | Naver Labs Europe》 http://t.cn/AigXrkIr  [组图共3张] 原图 ,,无,无,无,2019-11-29 17:38,微博 weibo.com,11,9,4
IisYlpRJ4,"【分布式表示模型语义专门化】《Semantic Specialization of Distributional Representation Models》by Goran Glavas, Edoardo Ponti, Ivan Vulic (EMNLP 2019 Tutorial) http://t.cn/AigXQH4y  原图 ",,无,无,无,2019-11-29 17:11,Mac客户端,10,15,3
IisAF6HN5,【(C++)基于hopscotch哈希实现的快速哈希映射和哈希集合】’C++ implementation of a fast hash map and hash set using hopscotch hashing' by Thibaut G GitHub: http://t.cn/RlDKboK  原图 ,,无,无,无,2019-11-29 16:12,微博 weibo.com,21,20,8
IirvU8q50,【道路图像(街景)快速语义分割】’Fast_Seg - provides fast semantic segmentation models on CityScapes/Camvid DataSet by Pytorch' by Latou GitHub: http://t.cn/Aig6VkAd  原图 ,,无,无,无,2019-11-29 13:28,Mac客户端,38,46,15
Iirv6uz2w,【Amazon价格追踪器】’Amazon Price Tracker v3.2 - An amazon price tracker that will send you alerts when an item goes below your target price.' by Dennis GitHub: http://t.cn/Aig6VAJu  原图 ,,无,无,无,2019-11-29 13:26,Mac客户端,13,15,6
Iirtp17zY,'选字验证码破解' by cos120 GitHub: http://t.cn/Aig6tf7t  原图 ,,无,无,无,2019-11-29 13:22,Mac客户端,48,64,19
IirsIqE2r,【Kaggle卫星云图理解比赛第一名解决方案】'Code for 1st place solution in Understanding Clouds from Satellite Images Challenge.' by pudae GitHub: http://t.cn/Aig65OGR  原图 ,,无,无,无,2019-11-29 13:20,Mac客户端,34,65,14
Iirr2qOo1,【面向语音识别的中文文本规范化】’Chinese Text Normalization for Speech Processing - Chinese text normalization for speech processing' by speech-io GitHub: http://t.cn/Aig6GgeF  原图 ,,无,无,无,2019-11-29 13:16,Mac客户端,21,50,9
Iir2dxcoN,"【Alink：基于Flink的通用算法平台，由阿里巴巴计算平台PAI团队研发】'Alink - Alink is the Machine Learning algorithm platform based on Flink, developed by the PAI team of Alibaba computing platform.' by Alibaba GitHub: http://t.cn/Aigi1vE0  [组图共2张] 原图 ",,无,无,无,2019-11-29 12:15,Mac客户端,34,56,8
Iir1OnXiX,【BLINK：最先进的实体链接库】’BLINK: Better entity LINKing - Entity Linker solution' by Facebook Research GitHub: http://t.cn/Aigi3O2L  原图 ,,无,无,无,2019-11-29 12:14,Mac客户端,23,39,8
IipI3fS3t,【用拓扑数据分析检测股市崩盘】《Detecting stock market crashes with topological data analysis》by Wallyson De Oliveira http://t.cn/AigJ92ml pdf:http://t.cn/AigJ92mO  [组图共9张] 原图 ,,无,无,无,2019-11-29 08:52,Mac客户端,46,49,15
IipEMeA9E,François Chollet：人们总是说，自己进入所在领域实在太晚了，最高的树都被砍完了。 我以为，在所有领域，人类所能达到的最高境界还在前方，这种状态还会持续几十个世纪。  ,,无,无,无,2019-11-29 08:44,Mac客户端,87,23,7
Iipv8auos,Chip Huyen：记忆只是对过去的降维。  ,,无,无,无,2019-11-29 08:21,Mac客户端,95,35,3
IioXeB0ty,【理解神经网络中“彩票(lottery tickets)”的泛化】《Understanding the generalization of ‘lottery tickets’ in neural networks | Facebook》 http://t.cn/Aigxe0aX paper:《One ticket to win them all: generalizing lottery ticket initializations across datasets and optimizers》http://weibo.com/1402400261/HylMl1eDR [组图共3张] 原图 ,,无,无,无,2019-11-29 06:57,Mac客户端,20,38,6
IioNMBIWv,【AR 中遮挡物的实时深度图生成】《Using AI to create real-time depth maps for occlusions in AR | Facebook》 http://t.cn/Aigx3eFV  爱可可-爱生活的微博视频  ,,无,无,无,2019-11-29 06:34,微博视频,12,17,2
IioHECYJZ,"【新书：Kubernetes 最佳实践】《Kubernetes Best Practices: Blueprints for Building Successful Applications on Kubernetes》by Brendan Burns, Eddie Villalba, Dave Strebel, Lachlan Evenson (O'Reilly Media 2019) http://t.cn/Aigxnjfw  原图 ",,无,无,无,2019-11-29 06:19,Mac客户端,27,36,2
IiouDCVgf,"《TimeCaps: Capturing Time Series Data with Capsule Networks》H Jayasekara, V Jayasundara, J Rajasegaran, S Jayasekara, S Senevirathne, R Rodrigo [University of Moratuwa & University of Sydney] (2019) http://t.cn/AigxYdux view:http://t.cn/AigxYduM  [组图共9张] 原图 ",,无,无,无,2019-11-29 05:47,微博 weibo.com,20,36,13
IiotnCrs4,《Improving Polyphonic Music Models with Feature-Rich Encoding》O Peracha [Humtap] (2019) http://t.cn/AigxYqZa view:http://t.cn/AigxYqZS GitHub: http://t.cn/AigxYqZK  [组图共6张] 原图 ,,无,无,无,2019-11-29 05:43,微博 weibo.com,7,11,2
IiosBtvQe,"《Recovering Facial Reflectance and Geometry from Multi-view Images》G Song, J Zheng, J Cai, T Cham [Nanyang Technological University] (2019) http://t.cn/AigxjrhC view:http://t.cn/AigxjrhK  [组图共9张] 原图 ",,无,无,无,2019-11-29 05:42,微博 weibo.com,5,13,2
IiopkajBC,"《Learning to Retrieve Reasoning Paths over Wikipedia Graph for Question Answering》A Asai, K Hashimoto, H Hajishirzi, R Socher, C Xiong [University of Washington & Salesforce Research] (2019) http://t.cn/AigxlbfZ view:http://t.cn/AigxlbfA  [组图共9张] 原图 ",,无,无,无,2019-11-29 05:33,微博 weibo.com,10,39,3
IionRugbj,"《AttentionGAN: Unpaired Image-to-Image Translation using Attention-Guided Generative Adversarial Networks》H Tang, H Liu, D Xu, P H.S. Torr, N Sebe [University of Trento & Peking University & University of Oxford] (2019) http://t.cn/AigxWaHz view:http://t.cn/AigxWaHL GitHub: http://t.cn/AigcjzK7 [组图共9张] 原图 ",,无,无,无,2019-11-29 05:30,微博 weibo.com,25,60,9
Iiokh0yzM,"*《Your Local GAN: Designing Two Dimensional Local Attention Mechanisms for Generative Models》G Daras, A Odena, H Zhang, A G. Dimakis [National Technical University of Athens & Google Brain & UT Austin] (2019) http://t.cn/Aigx0lQl view:http://t.cn/Aigx0lQp GitHub: http://t.cn/Aigx0lQj [组图共9张] 原图 ",,无,无,无,2019-11-29 05:21,微博 weibo.com,14,23,4
IioeN8GHw,《今日学术视野(2019.11.29)》http://t.cn/AigxCeMm  ,,无,无,无,2019-11-29 05:08,Mac客户端,0,0,0
IioewCm0g,早！  原图 ,,无,无,无,2019-11-29 05:07,Mac客户端,14,1,1
IilofdJmU,晚安~   爱可可-爱生活的微博视频  ,,无,无,无,2019-11-28 21:53,微博视频,33,14,5
IilnktnU1,《爱可可老师24小时热门分享(2019.11.28)》  爱可可老师24小时热门分享(2019.11.28)  ,,无,无,无,2019-11-28 21:50,微博 weibo.com,10,7,1
IikAqrVgL,莫奈的睡莲  [组图共4张] 原图 ,,无,无,无,2019-11-28 19:50,Mac客户端,86,22,6
IikvG8iid,OLIVIA：听说，巴甫洛夫每听到有人摇铃，就会想要喂狗……  ,,无,无,无,2019-11-28 19:38,Mac客户端,77,20,7
Iik2e2v3p,众所周知，调试代码比写代码难度至少加倍。要是你写的时候已经拿出了所有聪明才智，怎么可能调好它呢？ - Brian Kernighan  ,,无,无,无,2019-11-28 18:26,Mac客户端,121,25,14
IijW0pSrp,没错 😂  原图 ,,无,无,无,2019-11-28 18:10,Mac客户端,265,237,27
IihJQdq3B,【唇色/发色编辑器】’face-makeup.PyTorch - Lip and hair color editor using face parsing maps.' by zll GitHub: http://t.cn/AigtF30y  原图 ,,无,无,无,2019-11-28 12:35,Mac客户端,40,53,10
IihASDgxs,"【CO：优雅、高效的 C++ 基础库，支持 Linux, Windows 与 Mac 平台】’CO - An elegant and efficient C++ basic library for Linux, Windows and Mac.' by Alvin GitHub: http://t.cn/AigtrGa7  原图 ",,无,无,无,2019-11-28 12:13,Mac客户端,46,75,15
IihxCv1JE,《本科生晋升GM记录 & kaggle比赛进阶技巧分享》by GaryLIU 本科生晋升GM记录 & kaggle比赛进阶技巧分享  [组图共2张] 原图 ,,无,无,无,2019-11-28 12:05,Mac客户端,39,73,14
Iigoycbdi,【François Chollet 访谈：关于通用 AI 评价论文的 Q&A】《Keras inventor Chollet charts a new direction for AI: a Q&A | ZDNet》 http://t.cn/Aig5lYKw  [组图共3张] 原图 ,,无,无,无,2019-11-28 09:10,Mac客户端,6,19,2
IiglIE1Sf,"【研究的情节: 论文、注释与期刊论文的风格与结构】《The research story line: Thesis, exegesis and journal article styles and structures》http://t.cn/Aig503Lu  原图 ",,无,无,无,2019-11-28 09:03,Mac客户端,21,34,8
Iigjw5YQy,François Chollet：人体的 60% 是由水构成的，人类思想的 80% 是由故事构成的  ,,无,无,无,2019-11-28 08:57,Mac客户端,41,34,3
Iigdr6HBe,Gilbert Strang 教授85岁生日快乐！一批又一批求知者通过您的课开始了解并爱上线性代数，进而走上研究之路，感恩~ 🎂  原图 ,,无,无,无,2019-11-28 08:42,Mac客户端,368,137,26
Iig8O9LbI,熊猫 vs. 学者 🐼  原图 ,,无,无,无,2019-11-28 08:31,Mac客户端,21,9,2
Iig25eFPW,【用神经网络识别系外行星】《Identifying Exoplanets with Neural Networks》by Anne Dattilo http://t.cn/Aig5td7J GitHub:http://t.cn/Aig5td7t  [组图共3张] 原图 ,,无,无,无,2019-11-28 08:14,Mac客户端,16,23,4
Iig13FLiy,"【哎呀！视频里的意外行为检测】《Oops! Predicting Unintentional Action in Video》D Epstein, B Chen, C Vondrick [Columbia University] (2019) http://t.cn/Aig55TP8 view:http://t.cn/Aig55TPQ Home:http://t.cn/Aig55TPp  爱可可-爱生活的微博视频 GitHub:http://t.cn/AigYDlzp  ",,无,无,无,2019-11-28 08:12,微博视频,26,30,18
Iifp1DicC,"*《Optimizing agent behavior over long time scales by transporting value | Nature》CC Hung, T Lillicrap, J Abramson, Y Wu, M Mirza… [DeepMind] (2019) http://t.cn/AigqRx6c GitHub: http://t.cn/Aig5ieJ7  [组图共6张] 原图 ",,无,无,无,2019-11-28 06:38,Mac客户端,15,17,4
Iif6V5Ank,"《Representation Learning: A Statistical Perspective》J Xie, R Gao, E Nijkamp, S Zhu, Y N Wu [Hikvision Research Institute & University California, Los Angeles] (2019) http://t.cn/AigqNpel view:http://t.cn/AigqNpeT  [组图共9张] 原图 ",,无,无,无,2019-11-28 05:53,微博 weibo.com,28,54,10
Iif3Op1Tu,"《Password-conditioned Anonymization and Deanonymization with Face Identity Transformers》X Gu, W Luo, M S. Ryoo, Y J Lee [Stanford University & ShanghaiTech University & Stony Brook University & UC Davis] (2019) http://t.cn/Aigq9W5r view:http://t.cn/Aigq9W5B  [组图共9张] 原图 ",,无,无,无,2019-11-28 05:46,微博 weibo.com,8,6,1
Iif0k6iW7,"《A Neural Rendering Framework for Free-Viewpoint Relighting》Z Chen, A Chen, G Zhang, C Wang, Y Ji, K N. Kutulakos, J Yu [ShanghaiTech University & Shanghai University & DGene, Inc & University of Toronto] (2019) http://t.cn/AigqoaCS view:http://t.cn/AigqoaCK  [组图共9张] 原图 ",,无,无,无,2019-11-28 05:37,微博 weibo.com,12,12,0
IieYCB098,"《Starling: A Scalable Query Engine on Cloud Function Services》M Perron, R C Fernandez, D DeWitt, S Madden [MIT CSAIL] (2019) http://t.cn/AigqSiVV view:http://t.cn/AigqSiVM  [组图共9张] 原图 ",,无,无,无,2019-11-28 05:33,微博 weibo.com,7,5,2
IieXuyZTq,"《Image2StyleGAN++: How to Edit the Embedded Images?》R Abdal, Y Qin, P Wonka [KAUST & Cardiff University] (2019) http://t.cn/AigqaHE7 view:http://t.cn/AigqaHRj  [组图共9张] 原图 ",,无,无,无,2019-11-28 05:30,微博 weibo.com,23,40,3
IieS89iNV,"*《MixNMatch: Multifactor Disentanglement and Encodingfor Conditional Image Generation》Y Li, K K Singh, U Ojha, Y J Lee [University of California, Davis] (2019) http://t.cn/AigqiJYI view:http://t.cn/AigqiJYf GitHub:http://t.cn/AigqiJYJ  [组图共9张] 原图 ",,无,无,无,2019-11-28 05:17,微博 weibo.com,11,16,2
IieQqp1MW,"*《SuperGlue: Learning Feature Matching with Graph Neural Networks》P Sarlin, D DeTone, T Malisiewicz, A Rabinovich [ETH Zurich & Magic Leap] (2019) http://t.cn/AigqJIB2 view:http://t.cn/AigqJIBy  [组图共9张] 原图 ",,无,无,无,2019-11-28 05:13,微博 weibo.com,23,36,6
IieNpBrWF,*《Single Headed Attention RNN: Stop Thinking With Your Head》S Merity (2019) http://t.cn/AigqMNKA view:http://t.cn/AigqMNoe GitHub:http://t.cn/AigqMNok  [组图共9张] 原图 ,,无,无,无,2019-11-28 05:05,微博 weibo.com,13,39,7
IieLq6boG,《今日学术视野(2019.11.28)》http://t.cn/AigqIfJz  ,,无,无,无,2019-11-28 05:00,Mac客户端,1,1,1
IieJhpEXY,早！  原图 ,,无,无,无,2019-11-28 04:55,Mac客户端,22,5,1
Iic1r4tnM,晚安~  🦔  爱可可-爱生活的微博视频  ,,无,无,无,2019-11-27 22:02,微博视频,17,2,6
Iic0UA4ZP,《爱可可老师24小时热门分享(2019.11.27)》  爱可可老师24小时热门分享(2019.11.27)  ,,无,无,无,2019-11-27 22:00,微博 weibo.com,2,8,1
IibUqq3il,钱丢了可以赚回来，时间丢了就永远没了  爱可可-爱生活的微博视频  ,,无,无,无,2019-11-27 21:44,微博视频,47,26,2
IibRDfJEW,Naval：做你喜欢的事，如果做不到，就试着喜欢你在做的事情。  ,,无,无,无,2019-11-27 21:37,Mac客户端,60,18,2
IibPkxubW,梵高，《树林中的两个人》，1890年前后  [组图共2张] 原图 ,,无,无,无,2019-11-27 21:32,Mac客户端,35,6,4
IibpleFyy,#转发赠书# 携手 @图灵新知 送出3本《基础拓扑学(修订版)》by 马克·阿姆斯特朗 截至2019.12.2 12:00 *可可粉*转发即可参与 拓扑学入门书，主要介绍了拓扑空间中的拓扑不变量，以及相应的计算方法，包含大量的图解和难度各异的思考题，有助于培养学生的几何直观能力和对本书的深刻理解 试读：http://t.cn/AiuicH1g @微博抽奖平台 http://t.cn/Aig4nWOS [组图共2张] 原图 ,,无,无,无,2019-11-27 20:28,Mac客户端,37,297,58
IibgSrnIg,【Python电力系统分析包】’PyPSA - PyPSA: Python for Power System Analysis' GitHub: http://t.cn/Aig40eOy  [组图共5张] 原图 ,,无,无,无,2019-11-27 20:07,Mac客户端,41,55,26
IiaWxxRhI,【个人简历资源大列表，包含简历常用例句】’awesome-resume' by resumejob GitHub: http://t.cn/RrSKRKR  原图 ,,无,无,无,2019-11-27 19:17,Mac客户端,100,156,54
IiaRP1Hro,【BertPunc：基于BERT的最先进标点修复模型】’BertPunc - SOTA punctation restoration (for e.g. automatic speech recognition) deep learning model based on BERT pre-trained model' by Nick GitHub: http://t.cn/Aig44z2e  原图 ,,无,无,无,2019-11-27 19:05,Mac客户端,12,31,7
IiaQ8q15o,"【dKeras：只需一行即可加速Keras运行的分布式Keras引擎(基于Ray)】’dKeras: Distributed Keras Engine - Distributed Keras Engine, Make Keras faster with only one line of code.' GitHub: http://t.cn/Aig4y597  [组图共2张] 原图 ",,无,无,无,2019-11-27 19:01,Mac客户端,21,28,6
IiaPuyqT2,"【安全帽佩戴检测数据集】'SafetyHelmetWearing-Dataset - Safety helmet wearing detect dataset, with pretrained model' by njvisionpower GitHub: http://t.cn/Aig4L0ny  [组图共6张] 原图 ",,无,无,无,2019-11-27 18:59,Mac客户端,41,89,18
IiaMhE1ol,【Tokenizer：快速、可定制的文本词条化库】’Tokenizer - Fast and customizable text tokenization library' by OpenNMT GitHub: http://t.cn/Aig4wbUo  原图 ,,无,无,无,2019-11-27 18:52,Mac客户端,22,33,6
IiaASflwi,【音乐波形域音源分离】’Music Source Separation in the Waveform Domain - source separation in the waveform domain for music' by Facebook Research GitHub: http://t.cn/AigUgQ8K  原图 ,,无,无,无,2019-11-27 18:23,Mac客户端,28,53,10
IiaA0uqmZ,【按问题类型整理的 Leetcode 题解】’Leetcode by Category - Leetcode solutions organized by the problem categories' by Xiaoyan Lu GitHub: http://t.cn/AigUdrzG  原图 ,,无,无,无,2019-11-27 18:21,Mac客户端,90,123,28
Iiax6uwXO,【Python表格数据(csv/xls/json/etc)读写库，支持压缩文件、多种传输协议的流式访问】’tabulator-py - Consistent interface for stream reading and writing tabular data (csv/xls/json/etc).' by Frictionless Data GitHub: http://t.cn/AigU1eqB  原图 ,,无,无,无,2019-11-27 18:14,Mac客户端,32,43,15
Ii8V4rSH3,【初次使用BERT可视化指南】《A Visual Guide to Using BERT for the First Time》by Jay Alammar http://t.cn/AigyUcGO  [组图共9张] 原图 ,,无,无,无,2019-11-27 14:08,Mac客户端,73,83,25
Ii8T8aPQX,【用PyTorch不依赖TensorDFlow读取tfrecord文件】’TFRecord reader for PyTorch' by Vahid Kazemi GitHub: http://t.cn/AigyLYlc  原图 ,,无,无,无,2019-11-27 14:03,Mac客户端,26,42,7
Ii8QDm0kE,IPv4地址用完了？  原图 ,,无,无,无,2019-11-27 13:57,Mac客户端,32,9,5
Ii8w0chkZ,François Chollet：跟语言模型“对话”，由它生成一堆答案，再选出你觉得好的，这跟电视里和索菲亚机器人“对话”没有实质性区别。 这两种情况下，我们面对的都只是木偶，是我们自己把人类意图和情感投射到它们身上。只是娱乐罢了。有趣，但请不要把它说成是科学。如果你来自科研实验室，恐怕也不希望这些小把戏被不懂科学的媒体写成突破性进展到处宣传。 说实话，这太可悲了，我很难理解其背后的逻辑。 ,,无,无,无,2019-11-27 13:06,Mac客户端,23,18,1
Ii8polrjb,Uwe L. Korn：想要导出 Conda 环境信息，但又不想列出所有依赖项，只列出直接依赖项和显性安装的依赖项，可以用 `--from-history` 参数  原图 ,,无,无,无,2019-11-27 12:50,Mac客户端,35,20,4
Ii8e85Ap3,在 #bilibili# 上传课程视频又尴尬了，该哭还是该笑？  [组图共2张] 原图 ,,无,无,无,2019-11-27 12:22,Mac客户端,98,4,26
Ii86x2fAV,"【Mellotron：多说话人语音/歌唱合成，不需要说话人情感、歌唱训练数据，仅凭说话数据即可合成歌唱】’Mellotron: a multispeaker voice synthesis model based on Tacotron 2 GST that can make a voice emote and sing without emotive or singing training data' by NVIDIA http://t.cn/AigLXgLb GitHub: http://t.cn/AidQytIl paper:《Mellotron: Multispeaker expressive voice synthesis by conditioning on rhythm, pitch and global style tokens》(2019) http://t.cn/AigLXgLq [组图共2张] 原图 ",,无,无,无,2019-11-27 12:03,Mac客户端,32,56,5
Ii6g8BpTi,好读书，不求甚解，每有会意，便欣然忘食。- 陶渊明  ,,无,无,无,2019-11-27 07:21,微博 HTML5 版,72,10,1
Ii5JY3rkG,"《Compressing Representations for Embedded Deep Learning》J S. Assine, A Godoy, E Valle [University of Campinas & QuintoAndar, Inc] (2019) http://t.cn/AigAxEZN view:http://t.cn/AigAxEZp  [组图共4张] 原图 ",,无,无,无,2019-11-27 06:02,微博 weibo.com,15,20,4
Ii5Hessah,"《ISP4ML: Understanding the Role of Image Signal Processing in Efficient Deep Learning Vision Systems》P Hansen, A Vilkin, Y Khrustalev, J Imber, D Hanwell, M Mattina, P N. Whatmough [Arm Research & Twitter & Imagination Technologies] (2019) http://t.cn/AigAMzbw view:http://t.cn/AigAMzb2 [组图共9张] 原图 ",,无,无,无,2019-11-27 05:55,微博 weibo.com,6,14,5
Ii5ypw14x,"《Scaling active inference》A Tschantz, M Baltieri, Anil. K. Seth, C L. Buckley [University of Sussex] (2019) http://t.cn/AigA5ncP view:http://t.cn/AigA5nc7  [组图共5张] 原图 ",,无,无,无,2019-11-27 05:34,微博 weibo.com,4,4,0
Ii5xQ3HI0,"《Scalable sim-to-real transfer of soft robot designs》S Kriegman, A M Nasab, D Shah, H Steele, G Branin, M Levin, J Bongard, R Kramer-Bottiglio [University of Vermont & Yale University & Tufts University] (2019) http://t.cn/AigA56Qq view:http://t.cn/AigA56Qb GitHub: http://t.cn/AigA56QU [组图共9张] 原图 ",,无,无,无,2019-11-27 05:32,微博 weibo.com,6,3,1
Ii5tIqntg,"《k-core structure of real multiplex networks》S Osat, F Radicchi, F Papadopoulos [Skolkovo Institute of Science and Technology & Indiana University & Cyprus University of Technology] (2019) http://t.cn/AigAbsFo view:http://t.cn/AigAbsFJ  [组图共9张] 原图 ",,无,无,无,2019-11-27 05:22,微博 weibo.com,6,5,0
Ii5sqF1Sw,"《Neural Random Forest Imitation》C Reinders, B Rosenhahn [Leibniz University Hannover] (2019) http://t.cn/AigAbGsn view:http://t.cn/AigAbGs3  [组图共9张] 原图 ",,无,无,无,2019-11-27 05:19,微博 weibo.com,8,11,2
Ii5qJu1aR,"*《Breaking the cycle -- Colleagues are all you need》O Nizan, A Tal [Technion, Israel] (2019) http://t.cn/AigA4tZv view:http://t.cn/AigA4tZP  [组图共9张] 原图 ",,无,无,无,2019-11-27 05:15,微博 weibo.com,3,18,2
Ii5oL8j5p,*《Causality for Machine Learning》B Schölkopf [Max Planck Institute for Intelligent Systems] (2019) http://t.cn/AigAU2xG view:http://t.cn/AigAU2xb  [组图共4张] 原图 ,,无,无,无,2019-11-27 05:10,微博 weibo.com,18,30,4
Ii5nxsWuO,"*《Unsupervised Learning of Probably Symmetric Deformable 3D Objects from Images in the Wild》S Wu, C Rupprecht, A Vedaldi [University of Oxford] (2019) http://t.cn/AigAyXeS view:http://t.cn/AigAyXel  [组图共9张] 原图 ",,无,无,无,2019-11-27 05:07,微博 weibo.com,21,69,10
